+----------------------------------+--------------------------------------------------------------------+---------+----------+----------+--------------------------------------------------------------+------------------------------------------------------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                                                                                                                             |
| The block and item IDs are dynamic and will be different on each world!                                                                                                                                                                                                                                     |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                                                                                                                                                                   |
| *** ALSO ***                                                                                                                                                                                                                                                                                                |
| The server doesn't have a list of sub block and sub items                                                                                                                                                                                                                                                   |
| (= items with different damage value or blocks with different metadata).                                                                                                                                                                                                                                    |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                                                                                                                                                                   |
+----------------------------------+--------------------------------------------------------------------+---------+----------+----------+--------------------------------------------------------------+------------------------------------------------------------------------------------------------------+
| Mod name                         | Registry name                                                      | Item ID | Meta/dmg | Subtypes | Display name                                                 | Ore Dict keys                                                                                        |
| Aether Legacy                    | aether_legacy:candy_cane_sword                                     |   11227 |        0 |    false | Candy Cane Sword                                             |                                                                                                      |
| Aether Legacy                    | aether_legacy:carved_double_slab                                   |   11140 |        0 |    false | Carved Double Slab                                           |                                                                                                      |
| Aether Legacy                    | aether_legacy:carved_slab                                          |   11148 |        0 |     true | Aether Slab                                                  | stoneSlab                                                                                            |
| Aether Legacy                    | aether_legacy:carved_stairs                                        |   11131 |        0 |    false | Carved Stairs                                                |                                                                                                      |
| Aether Legacy                    | aether_legacy:carved_wall                                          |   11124 |        0 |    false | Carved Wall                                                  |                                                                                                      |
| Aether Legacy                    | aether_legacy:chain_gloves                                         |   11232 |        0 |    false | Chain Gloves                                                 |                                                                                                      |
| Aether Legacy                    | aether_legacy:chest_mimic                                          |   11111 |        0 |    false | Chest Mimic                                                  | chest,chestMimic,chestWood                                                                           |
| Aether Legacy                    | aether_legacy:cloud_staff                                          |   11260 |        0 |    false | Cloud Staff                                                  |                                                                                                      |
| Aether Legacy                    | aether_legacy:cockatrice                                           |   11291 |        0 |    false | Kelenk Meat                                                  | listAllchickenraw,listAllmeatraw,mulchNitrogen                                                       |
| Aether Legacy                    | aether_legacy:cold_parachute                                       |   11212 |        0 |    false | Cold Parachute                                               |                                                                                                      |
| Aether Legacy                    | aether_legacy:cooked_enchanted_cockatrice                          |   11294 |        0 |    false | Cooked Enchanted Kelenk Meat                                 | listAllchickencooked,listAllmeatcooked                                                               |
| Aether Legacy                    | aether_legacy:crystal_leaves                                       |   11117 |        0 |     true | Crystal Leaves                                               | treeLeaves                                                                                           |
| Aether Legacy                    | aether_legacy:crystal_leaves                                       |   11117 |        1 |     true | Crystal Fruit Leaves                                         | treeLeaves                                                                                           |
| Aether Legacy                    | aether_legacy:dart                                                 |   11217 |        0 |     true | Golden Dart                                                  |                                                                                                      |
| Aether Legacy                    | aether_legacy:dart                                                 |   11217 |        1 |     true | Poison Dart                                                  |                                                                                                      |
| Aether Legacy                    | aether_legacy:dart                                                 |   11217 |        2 |     true | Enchanted Dart                                               |                                                                                                      |
| Aether Legacy                    | aether_legacy:dart_shooter                                         |   11215 |        0 |     true | Golden Dart Shooter                                          |                                                                                                      |
| Aether Legacy                    | aether_legacy:dart_shooter                                         |   11215 |        1 |     true | Poison Dart Shooter                                          |                                                                                                      |
| Aether Legacy                    | aether_legacy:dart_shooter                                         |   11215 |        2 |     true | Enchanted Dart Shooter                                       |                                                                                                      |
| Aether Legacy                    | aether_legacy:developer_stick                                      |   11271 |        0 |    false | Developer Stick                                              |                                                                                                      |
| Aether Legacy                    | aether_legacy:diamond_gloves                                       |   11233 |        0 |    false | Diamond Gloves                                               |                                                                                                      |
| Aether Legacy                    | aether_legacy:dungeon_block                                        |   11106 |        0 |     true | Carved Stone                                                 |                                                                                                      |
| Aether Legacy                    | aether_legacy:dungeon_block                                        |   11106 |        1 |     true | Sentry Stone                                                 |                                                                                                      |
| Aether Legacy                    | aether_legacy:dungeon_block                                        |   11106 |        2 |     true | Angelic Stone                                                |                                                                                                      |
| Aether Legacy                    | aether_legacy:dungeon_block                                        |   11106 |        3 |     true | Light Angelic Stone                                          |                                                                                                      |
| Aether Legacy                    | aether_legacy:dungeon_block                                        |   11106 |        4 |     true | Hellfire Stone                                               |                                                                                                      |
| Aether Legacy                    | aether_legacy:dungeon_block                                        |   11106 |        5 |     true | Light Hellfire Stone                                         |                                                                                                      |
| Aether Legacy                    | aether_legacy:dungeon_key                                          |   11210 |        0 |     true | Winter Miner's Key                                           |                                                                                                      |
| Aether Legacy                    | aether_legacy:dungeon_key                                          |   11210 |        1 |     true | True Champion's Key                                          |                                                                                                      |
| Aether Legacy                    | aether_legacy:dungeon_key                                          |   11210 |        2 |     true | Hellforger's Key                                             |                                                                                                      |
