+----------------------------------+------------------------------------------+-----------------------------------------+-----+-------------------------+--------+---------------+
| Mod name                         | Registry name                            | Potion Name                             |  ID | Liquid color            | Is bad | Is beneficial |
| Quark                            | quark:white                              | quark.potion.white.name                 |  68 | 0x00CCCCCC (  13421772) |   true |         false |
| Rats                             | rats:plague                              | rats.plague                             | 198 | 0x00445637 (   4478519) |  false |         false |
| Rats                             | rats:synesthesia                         | rats.synesthesia                        | 197 | 0x00FFDD59 (  16768345) |  false |          true |
| Rustic                           | rustic:blazing_trail                     | effect.blazing_trail                    |  34 | 0x00FF6A00 (  16738816) |  false |          true |
| Rustic                           | rustic:feather                           | effect.feather                          |  33 | 0x00DCDCDC (  14474460) |  false |          true |
| Rustic                           | rustic:full                              | effect.full                             |  36 | 0x00642800 (   6563840) |  false |          true |
| Rustic                           | rustic:ironskin                          | effect.ironskin                         |  32 | 0x00FFFFBC (  16777148) |  false |          true |
| Rustic                           | rustic:magic_resistance                  | effect.magic_resistance                 |  37 | 0x00A064C8 (  10511560) |  false |          true |
| Rustic                           | rustic:shame                             | effect.shame                            |  35 | 0x00FA6432 (  16409650) |   true |         false |
| Rustic                           | rustic:tipsy                             | effect.tipsy                            |  39 | 0x00788C82 (   7900290) |   true |         false |
| Rustic                           | rustic:wither_ward                       | effect.wither_ward                      |  38 | 0x00B4B4C8 (  11842760) |  false |          true |
| Scaling Feast                    | scalingfeast:bloated                     | effect.bloated                          |  42 | 0x00FFFF00 (  16776960) |  false |          true |
| Scaling Feast                    | scalingfeast:deficiency                  | effect.deficiency                       |  46 | 0x00570D0D (   5704973) |   true |         false |
| Scaling Feast                    | scalingfeast:hungerminus                 | effect.hungerminus                      |  44 | 0x00FF0000 (  16711680) |   true |         false |
| Scaling Feast                    | scalingfeast:hungerplus                  | effect.hungerplus                       |  43 | 0x0000FF00 (     65280) |  false |          true |
| Scaling Feast                    | scalingfeast:ironstomach                 | effect.ironstomach                      |  41 | 0x00CCCCCC (  13421772) |  false |          true |
| Scaling Feast                    | scalingfeast:metabolism                  | effect.metabolism                       |  40 | 0x00F0B78C (  15775628) |  false |          true |
| Scaling Feast                    | scalingfeast:softstomach                 | effect.softstomach                      |  45 | 0x00B8DB1A (  12114714) |   true |         false |
| Scaling Health                   | scalinghealth:bandaged                   | effect.scalinghealth.bandaged           | 199 | 0x00F7DCAD (  16243885) |  false |          true |
| SimpleDifficulty                 | simpledifficulty:cold_resist             | effect.cold_resist                      | 204 | 0x008EF1FF (   9368063) |  false |          true |
| SimpleDifficulty                 | simpledifficulty:heat_resist             | effect.heat_resist                      | 205 | 0x00FFCD72 (  16764274) |  false |          true |
| SimpleDifficulty                 | simpledifficulty:hyperthermia            | effect.hyperthermia                     | 200 | 0x00FFC85C (  16762972) |   true |         false |
| SimpleDifficulty                 | simpledifficulty:hypothermia             | effect.hypothermia                      | 201 | 0x005CEBFF (   6089727) |   true |         false |
| SimpleDifficulty                 | simpledifficulty:parasites               | effect.parasites                        | 203 | 0x00FFE1B7 (  16769463) |  false |         false |
| SimpleDifficulty                 | simpledifficulty:thirsty                 | effect.thirsty                          | 202 | 0x002B9500 (   2856192) |   true |         false |
| Thaumcraft                       | thaumcraft:blurredvision                 | potion.blurred                          |  58 | 0x00808080 (   8421504) |   true |         false |
| Thaumcraft                       | thaumcraft:deathgaze                     | potion.deathgaze                        |  57 | 0x00664433 (   6702131) |   true |         false |
| Thaumcraft                       | thaumcraft:fluxtaint                     | potion.flux_taint                       |  52 | 0x00663377 (   6697847) |   true |         false |
| Thaumcraft                       | thaumcraft:infectiousvisexhaust          | potion.infvisexhaust                    |  54 | 0x00665577 (   6706551) |   true |         false |
| Thaumcraft                       | thaumcraft:sunscorned                    | potion.sunscorned                       |  59 | 0x00F8D86A (  16308330) |   true |         false |
| Thaumcraft                       | thaumcraft:thaumarhia                    | potion.thaumarhia                       |  60 | 0x00664477 (   6702199) |   true |         false |
| Thaumcraft                       | thaumcraft:unnaturalhunger               | potion.unhunger                         |  55 | 0x00446633 (   4482611) |   true |         false |
| Thaumcraft                       | thaumcraft:visexhaust                    | potion.vis_exhaust                      |  53 | 0x00664477 (   6702199) |   true |         false |
| Thaumcraft                       | thaumcraft:warpward                      | potion.warpward                         |  56 | 0x00E0F2F7 (  14742263) |  false |         false |
| Thaumic Additions: Reconstructed | thaumadditions:sanity_checker            |                                         | 330 | 0xFFFFFFFF (        -1) |  false |         false |
| Thaumic Additions: Reconstructed | thaumadditions:sonus                     | potion.thaumadditions:sonus             | 329 | 0x00FFAA00 (  16755200) |  false |         false |
| The Twilight Forest              | twilightforest:frosted                   | twilightforest.effect.frosted           |  61 | 0x0056CBFD (   5688317) |   true |         false |
| ToroQuest                        | toroquest:royalty                        | effect.toroquest:royalty                | 206 | 0x00800080 (   8388736) |  false |         false |
| Totem Expansion                  | totemexpansion:spelunking                | effects.totemexpansion.spelunking       | 207 | 0x00F4D942 (  16046402) |  false |         false |
| Unique Enchantments              | uniquee:pestilences_odium                | potion.uniquee.uniquepestilences_odium  |  47 | 0x00352A27 (   3484199) |   true |         false |
| Wards                            | wards:effect_alchemistsgrace             | effect.ward_alchemistsgrace             | 315 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_all                         | effect.ward_all                         | 294 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_aqua_affinity               | effect.ward_aqua_affinity               | 218 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_aresblessing                | effect.ward_aresblessing                | 314 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_arthropods                  | effect.ward_arthropods                  | 296 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_bane_of_arthropods          | effect.ward_bane_of_arthropods          | 225 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_berserk                     | effect.ward_berserk                     | 293 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_berserking                  | effect.ward_berserking                  | 248 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_binding_curse               | effect.ward_binding_curse               | 222 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_blast_protection            | effect.ward_blast_protection            | 215 | 0x007CAFC6 (   8171462) |  false |          true |
