+----------------------------------+------------------------------------------------------------------------+---------+----------+----------+--------------------------------------------------------------+------------------------------------------------------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                                                                                                                                 |
| The block and item IDs are dynamic and will be different on each world!                                                                                                                                                                                                                                         |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                                                                                                                                                                       |
| *** ALSO ***                                                                                                                                                                                                                                                                                                    |
| The server doesn't have a list of sub block and sub items                                                                                                                                                                                                                                                       |
| (= items with different damage value or blocks with different metadata).                                                                                                                                                                                                                                        |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                                                                                                                                                                       |
+----------------------------------+------------------------------------------------------------------------+---------+----------+----------+--------------------------------------------------------------+------------------------------------------------------------------------------------------------------+
| Mod name                         | Registry name                                                          | Item ID | Meta/dmg | Subtypes | Display name                                                 | Ore Dict keys                                                                                        |
| Advanced Lifting Methods         | advancedliftingmethods:ender_elevator                                  |    4117 |        0 |    false | Ender Elevator                                               |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:powered_ladder                                  |    4096 |        0 |    false | Powered Ladder                                               |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:rotor                                           |    4097 |        0 |    false | Rotor                                                        |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:ultimate_blowing_elevator                       |    4116 |        0 |    false | Ultimate Blowing Elevator                                    |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:ultimate_ender_elevator                         |    4119 |        0 |    false | Ultimate Ender Elevator                                      |                                                                                                      |
| Advanced Lifting Methods         | advancedliftingmethods:ultimate_rotor                                  |    4099 |        0 |    false | Ultimate Rotor                                               |                                                                                                      |
| Adventure Tools                  | adventurepack:escape_rope                                              |    5604 |        0 |    false | Escape Rope                                                  |                                                                                                      |
| Adventure Tools                  | adventurepack:lantern                                                  |    5605 |        0 |    false | Ender Lantern                                                |                                                                                                      |
| Adventure Tools                  | adventurepack:light                                                    |    5607 |        0 |    false | tile.light.name                                              |                                                                                                      |
| Adventure Tools                  | adventurepack:mining_helmet                                            |    5606 |        0 |    false | Mining Helmet                                                |                                                                                                      |
| Aether Legacy                    | aether_legacy:aechor_petal                                             |   10893 |        0 |    false | Aechor Petal                                                 |                                                                                                      |
| Aether Legacy                    | aether_legacy:aercloud                                                 |   10821 |        0 |     true | Cold Aercloud                                                |                                                                                                      |
| Aether Legacy                    | aether_legacy:aercloud                                                 |   10821 |        1 |     true | Blue Aercloud                                                |                                                                                                      |
| Aether Legacy                    | aether_legacy:aercloud                                                 |   10821 |        2 |     true | Golden Aercloud                                              |                                                                                                      |
| Aether Legacy                    | aether_legacy:aerogel                                                  |   10831 |        0 |    false | Aerogel                                                      |                                                                                                      |
| Aether Legacy                    | aether_legacy:aerogel_double_slab                                      |   10879 |        0 |    false | Aerogel Double Slab                                          |                                                                                                      |
| Aether Legacy                    | aether_legacy:aerogel_slab                                             |   10887 |        0 |     true | Aether Slab                                                  |                                                                                                      |
| Aether Legacy                    | aether_legacy:aerogel_stairs                                           |   10871 |        0 |    false | Aerogel Stairs                                               |                                                                                                      |
| Aether Legacy                    | aether_legacy:aerogel_wall                                             |   10863 |        0 |    false | Aerogel Wall                                                 |                                                                                                      |
| Aether Legacy                    | aether_legacy:aether_dirt                                              |   10817 |        0 |    false | Aether Dirt                                                  | dirt                                                                                                 |
| Aether Legacy                    | aether_legacy:aether_grass                                             |   10815 |        0 |    false | Aether Grass                                                 | grass                                                                                                |
| Aether Legacy                    | aether_legacy:aether_leaves                                            |   10827 |        0 |     true | Skyroot Leaves                                               | treeLeaves                                                                                           |
| Aether Legacy                    | aether_legacy:aether_leaves                                            |   10827 |        1 |     true | Golden Oak Leaves                                            | treeLeaves                                                                                           |
| Aether Legacy                    | aether_legacy:aether_lever                                             |   11012 |        0 |    false | Holystone Lever                                              |                                                                                                      |
| Aether Legacy                    | aether_legacy:aether_log                                               |   10828 |        0 |     true | Skyroot Log                                                  | logWood                                                                                              |
| Aether Legacy                    | aether_legacy:aether_log                                               |   10828 |        1 |     true | Golden Oak Log                                               | logWood                                                                                              |
| Aether Legacy                    | aether_legacy:aether_portal                                            |   10842 |        0 |    false | Aether Portal                                                |                                                                                                      |
| Aether Legacy                    | aether_legacy:aether_tune                                              |   10998 |        0 |    false | Aether Tune                                                  | record                                                                                               |
| Aether Legacy                    | aether_legacy:aetherion_chest                                          |   11007 |        0 |    false | Aetherion Chest                                              | chest,chestAetherion                                                                                 |
| Aether Legacy                    | aether_legacy:aetherium_core                                           |   11028 |        0 |    false | Aetherium Core                                               |                                                                                                      |
| Aether Legacy                    | aether_legacy:agility_cape                                             |   10987 |        0 |    false | Agility Cape                                                 |                                                                                                      |
| Aether Legacy                    | aether_legacy:ambrosium_block                                          |   11011 |        0 |    false | Block of Ambrosium                                           |                                                                                                      |
| Aether Legacy                    | aether_legacy:ambrosium_ore                                            |   10824 |        0 |    false | Ambrosium Ore                                                | oreAmbrosium                                                                                         |
| Aether Legacy                    | aether_legacy:ambrosium_shard                                          |   10891 |        0 |    false | Ambrosium Shard                                              | gemAmbrosium                                                                                         |
| Aether Legacy                    | aether_legacy:ambrosium_torch                                          |   10843 |        0 |    false | Ambrosium Torch                                              | torch                                                                                                |
| Aether Legacy                    | aether_legacy:angelic_double_slab                                      |   10874 |        0 |    false | Angelic Double Slab                                          |                                                                                                      |
| Aether Legacy                    | aether_legacy:angelic_slab                                             |   10882 |        0 |     true | Aether Slab                                                  | stoneSlab                                                                                            |
| Aether Legacy                    | aether_legacy:angelic_stairs                                           |   10865 |        0 |    false | Angelic Stairs                                               |                                                                                                      |
| Aether Legacy                    | aether_legacy:angelic_wall                                             |   10858 |        0 |    false | Angelic Wall                                                 |                                                                                                      |
| Aether Legacy                    | aether_legacy:ascending_dawn                                           |   10999 |        0 |    false | Ascending Dawn                                               | record                                                                                               |
| Aether Legacy                    | aether_legacy:berry_bush                                               |   10834 |        0 |    false | Berry Bush                                                   |                                                                                                      |
| Aether Legacy                    | aether_legacy:berry_bush_stem                                          |   10835 |        0 |    false | Berry Bush Stem                                              |                                                                                                      |
| Aether Legacy                    | aether_legacy:blue_berry                                               |   10934 |        0 |    false | Blue Berry                                                   | cropBlueberry                                                                                        |
| Aether Legacy                    | aether_legacy:blue_cape                                                |   10982 |        0 |    false | Blue Cape                                                    |                                                                                                      |
| Aether Legacy                    | aether_legacy:burnt_cockatrice                                         |   11025 |        0 |    false | Burnt Kelenk Meat                                            |                                                                                                      |
| Aether Legacy                    | aether_legacy:candy_cane                                               |   10939 |        0 |    false | Candy Cane                                                   |                                                                                                      |
| Aether Legacy                    | aether_legacy:candy_cane_sword                                         |   10960 |        0 |    false | Candy Cane Sword                                             |                                                                                                      |
| Aether Legacy                    | aether_legacy:carved_double_slab                                       |   10873 |        0 |    false | Carved Double Slab                                           |                                                                                                      |
| Aether Legacy                    | aether_legacy:carved_slab                                              |   10881 |        0 |     true | Aether Slab                                                  | stoneSlab                                                                                            |
| Aether Legacy                    | aether_legacy:carved_stairs                                            |   10864 |        0 |    false | Carved Stairs                                                |                                                                                                      |
| Aether Legacy                    | aether_legacy:carved_wall                                              |   10857 |        0 |    false | Carved Wall                                                  |                                                                                                      |
| Aether Legacy                    | aether_legacy:chain_gloves                                             |   10965 |        0 |    false | Chain Gloves                                                 |                                                                                                      |
| Aether Legacy                    | aether_legacy:chest_mimic                                              |   10844 |        0 |    false | Chest Mimic                                                  | chest,chestMimic,chestWood                                                                           |
| Aether Legacy                    | aether_legacy:cloud_staff                                              |   10993 |        0 |    false | Cloud Staff                                                  |                                                                                                      |
| Aether Legacy                    | aether_legacy:cockatrice                                               |   11024 |        0 |    false | Kelenk Meat                                                  | listAllchickenraw,listAllmeatraw,mulchNitrogen                                                       |
| Aether Legacy                    | aether_legacy:cold_parachute                                           |   10945 |        0 |    false | Cold Parachute                                               |                                                                                                      |
| Aether Legacy                    | aether_legacy:cooked_enchanted_cockatrice                              |   11027 |        0 |    false | Cooked Enchanted Kelenk Meat                                 | listAllchickencooked,listAllmeatcooked                                                               |
| Aether Legacy                    | aether_legacy:crystal_leaves                                           |   10850 |        0 |     true | Crystal Leaves                                               | treeLeaves                                                                                           |
| Aether Legacy                    | aether_legacy:crystal_leaves                                           |   10850 |        1 |     true | Crystal Fruit Leaves                                         | treeLeaves                                                                                           |
| Aether Legacy                    | aether_legacy:dart                                                     |   10950 |        0 |     true | Golden Dart                                                  |                                                                                                      |
| Aether Legacy                    | aether_legacy:dart                                                     |   10950 |        1 |     true | Poison Dart                                                  |                                                                                                      |
| Aether Legacy                    | aether_legacy:dart                                                     |   10950 |        2 |     true | Enchanted Dart                                               |                                                                                                      |
| Aether Legacy                    | aether_legacy:dart_shooter                                             |   10948 |        0 |     true | Golden Dart Shooter                                          |                                                                                                      |
| Aether Legacy                    | aether_legacy:dart_shooter                                             |   10948 |        1 |     true | Poison Dart Shooter                                          |                                                                                                      |
| Aether Legacy                    | aether_legacy:dart_shooter                                             |   10948 |        2 |     true | Enchanted Dart Shooter                                       |                                                                                                      |
| Aether Legacy                    | aether_legacy:developer_stick                                          |   11004 |        0 |    false | Developer Stick                                              |                                                                                                      |
| Aether Legacy                    | aether_legacy:diamond_gloves                                           |   10966 |        0 |    false | Diamond Gloves                                               |                                                                                                      |
| Aether Legacy                    | aether_legacy:dungeon_block                                            |   10839 |        0 |     true | Carved Stone                                                 |                                                                                                      |
| Aether Legacy                    | aether_legacy:dungeon_block                                            |   10839 |        1 |     true | Sentry Stone                                                 |                                                                                                      |
| Aether Legacy                    | aether_legacy:dungeon_block                                            |   10839 |        2 |     true | Angelic Stone                                                |                                                                                                      |
| Aether Legacy                    | aether_legacy:dungeon_block                                            |   10839 |        3 |     true | Light Angelic Stone                                          |                                                                                                      |
| Aether Legacy                    | aether_legacy:dungeon_block                                            |   10839 |        4 |     true | Hellfire Stone                                               |                                                                                                      |
| Aether Legacy                    | aether_legacy:dungeon_block                                            |   10839 |        5 |     true | Light Hellfire Stone                                         |                                                                                                      |
| Aether Legacy                    | aether_legacy:dungeon_key                                              |   10943 |        0 |     true | Winter Miner's Key                                           |                                                                                                      |
